Titre : Paiements;;;;;;;;;;;;;;;;
Compte client : 78569-MELJAC-Standard-Domestique-EUR;;;;;;;;;;;;;;;;
Export réalisé le : 21/03/2024;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
Raison sociale;SIREN;NIC;Code acheteur;Ma référence;Mode de paiement;Date de saisie;Montant (EUR);Montant affecté (EUR);Solde;Statut;Numéro de paiement;Date d'échéance;Motif de non affectation;Nom du donneur d'ordre;Numéro du document;Type de document
LUMIDIS;382537504;13;4640861;502;Virement;14/08/2023;8 787,68;8 787,68;0;Paiement affecté;68700414;-;;LUMIDIS                            ;plusieurs documents associées;SOLDE
ROGER DUBOIS SAS;552078636;40;4702812;1274;Virement;11/08/2023;169,12;169,12;0;Paiement affecté;68691408;-;;ROGER DUBOIS SARL                  ;202304037;Facture
ROGER DUBOIS SAS;552078636;40;4702812;1274;Virement;11/08/2023;196,88;196,88;0;Paiement affecté;68691407;-;;ROGER DUBOIS SARL                  ;202304316;Facture
ROGER DUBOIS SAS;552078636;40;4702812;1274;Virement;11/08/2023;1 007,76;1 007,76;0;Paiement affecté;68691405;-;;ROGER DUBOIS SARL                  ;202304470;Facture
FONCIERE DU ROND POINT;398477646;51;5171877;659;Virement;11/08/2023;4 785,35;4 785,35;0;Paiement affecté;68691404;-;;FORUM PATRIMOINE                   ;202303709;Facture
HOTEL LE BRISTOL;572047751;19;7306388;8761;Virement;11/08/2023;684,83;684,83;0;Paiement affecté;68691406;-;;HOTEL LE BRISTOL                   ;202304176;Facture
ROGER DUBOIS SAS;552078636;40;4702812;1274;Virement;11/08/2023;48,11;48,11;0;Paiement affecté;68691410;-;;ROGER DUBOIS SARL                  ;202304017;Facture
ANGE ET LUX;491308474;23;4640864;8279;Virement;10/08/2023;14,42;14,42;0;Paiement affecté;68683238;-;;ANGE ET LUX                        ;202304751;Facture
STUDIO ON;812801199;17;5097886;10437;Virement;10/08/2023;3 371,00;3 371,00;0;Paiement affecté;68683237;-;;SARL STUDIO ON                     ;68683237;Rétrocession d'un crédit
STUDIO ON;812801199;17;5097886;10437;Virement;09/08/2023;5 994,98;5 994,98;0;Paiement affecté;68676568;-;;SARL STUDIO ON                     ;68676568;Rétrocession d'un crédit
STUDIO ON;812801199;17;5097886;10437;Virement;09/08/2023;3 198,18;3 198,18;0;Paiement affecté;68676570;-;;SARL STUDIO ON                     ;68676570;Rétrocession d'un crédit
STUDIO ON;812801199;17;5097886;10437;Virement;09/08/2023;1 099,06;1 099,06;0;Paiement affecté;68676572;-;;SARL STUDIO ON                     ;68676572;Rétrocession d'un crédit
SPAMELEC;592012827;16;5167918;1428;Virement;08/08/2023;121,21;121,21;0;Paiement affecté;68671596;-;;SPAMELEC                           ;202304769;Facture
DEL ECLAIRAGE;752396598;27;7100864;16666;Virement;08/08/2023;4,62;4,62;0;Paiement affecté;68671597;-;;DEL ECLAIRAGE                      ;202304271;Facture
BUCHON VINCENT;482375839;16;5246320;1761;Virement;07/08/2023;754,48;754,48;0;Paiement affecté;68658472;-;;SARL  BUCHON VINCENT               ;202304460;Facture
BUCHON VINCENT;482375839;16;5246320;1761;Virement;07/08/2023;278,64;278,64;0;Paiement affecté;68658475;-;;SARL  BUCHON VINCENT               ;202304714;Facture
IDEAWORKS MONACO;997226998;98000;5924741;;Virement;07/08/2023;432,54;432,54;0;Paiement affecté;68658474;-;;IDEAWORKS (MONACO)                 ;202304687;Facture
HENRI COTE D'AZUR;798405072;25;6736215;8829;Virement;07/08/2023;5 283,90;5 283,90;0;Paiement affecté;68658471;-;;HENRI COTE D AZUR                  ;202304500;Facture
VALENTE DESIGN;481328904;26;4640845;1518;Virement;07/08/2023;56 495,52;56 495,52;0;Paiement affecté;68658469;-;;VALENTE DESIGN                     ;plusieurs documents associées;SOLDE
SERRA LUMINAIRE CONTEMPORAIN;420106346;18;4640827;1386;Virement;04/08/2023;3 350,02;3 350,02;0;Paiement affecté;68649871;-;;SARL SERRA                         ;plusieurs documents associées;SOLDE
PROLUM ATLANTIQUE;834606501;23;7238662;16787;Virement;04/08/2023;8 475,64;8 475,64;0;Paiement affecté;68649870;-;;PROLUM ATLANTIQUE                  ;202304146;Facture
PROLUM CHAMPAGNE ARDENNES;501624613;29;4718356;8673;Virement;03/08/2023;183,46;183,46;0;Paiement affecté;68640263;-;;PROLUM CHAMPAGNE ARDENNES          ;202304323;Facture
PRODHEV;508150042;36;4777587;7104;Virement;03/08/2023;401,69;401,69;0;Paiement affecté;68640260;-;;KONCEPT VYP 2018                   ;202304139;Facture
PROLUM CDC;811966167;17;4796676;8918;Virement;03/08/2023;396,54;396,54;0;Paiement affecté;68640262;-;;PROLUM ILE DE FRANCE               ;202303815;Facture
LUCE VITA;788957835;36;5764068;8976;Virement;03/08/2023;591,43;591,43;0;Paiement affecté;68640256;-;;SARL LUCE VITA                     ;202303718;Facture
LUCE VITA;788957835;36;5764068;8976;Virement;03/08/2023;470,72;470,72;0;Paiement affecté;68640257;-;;SARL LUCE VITA                     ;202304175;Facture
LUCE VITA;788957835;36;5764068;8976;Virement;03/08/2023;448,13;448,13;0;Paiement affecté;68640258;-;;SARL LUCE VITA                     ;202304063;Facture
CEF YESSS ELECTRIQUE;319883344;115;900468;;Chèque;02/08/2023;1 147,18;1 147,18;0;Paiement affecté;68630058;-;;                                   ;202303401;Facture
ESPACE LUMIERE;309931830;33;4641961;610;Virement;02/08/2023;764,35;764,35;0;Paiement affecté;68630065;-;;ESPACE LUMIERE                     ;plusieurs documents associées;SOLDE
SODELECT;380461855;47;4672914;1415;Virement;02/08/2023;19 233,88;19 233,88;0;Paiement affecté;68630059;-;;SODELECT SARL                      ;202304007;Facture
SR ELECTROTECHNIQUE;488375072;37;4672931;2983;Virement;02/08/2023;1 993,08;1 993,08;0;Paiement affecté;68630063;-;;SOCIETE SR                         ;plusieurs documents associées;SOLDE
VOLTEX S N;391567823;11;4718351;1552;Virement;02/08/2023;146,83;146,83;0;Paiement affecté;68630069;-;;VOLTEX                             ;202303990;Facture
PURE INSPIRATION;412451965;13;5001567;10253;Virement;02/08/2023;46,58;46,58;0;Paiement affecté;68630072;-;;PURE INSPIRATION                   ;202304429;Facture
PARIS DESIGN DISTRICT;811849470;26;5128713;9813;Virement;02/08/2023;871,07;871,07;0;Paiement affecté;68630064;-;;PARIS DESIGN DISTRICT              ;202302932;Facture
CABANES BARTHEROTTE & FRERES;450008578;20;5916892;3278;Virement;02/08/2023;7 783,73;7 783,73;0;Paiement affecté;68630061;-;;CABANES BARTHEROTTE   FRERES       ;plusieurs documents associées;SOLDE
SNEF;56800659;1260;6946664;15489;Virement;02/08/2023;138,24;138,24;0;Paiement affecté;68630071;-;;S N E F   S.A.                     ;202303354;Facture
SEE;997117999;98000;7154998;16412;Virement;02/08/2023;655,07;655,07;0;Paiement affecté;68630067;-;;SOCIETE D ENTREPRISE ELECTRIQUES   ;202303683;Facture
REXEL FRANCE;309304616;860;4665279;1344;Virement;01/08/2023;54,48;54,48;0;Paiement affecté;68600694;-;;REXEL FRANCE                       ;202303417;Facture
EIFFAGE ENERGIE SYSTEMES-IDF;420540643;269;4665329;662;Virement;01/08/2023;14 500,58;14 500,58;0;Paiement affecté;68600681;-;;EIFFAGE ENERGIE SYSTEMES           ;202302712;Facture
EIFFAGE ENERGIE SYSTEMES-IDF;420540643;269;4665329;662;Virement;01/08/2023;2 138,96;2 138,96;0;Paiement affecté;68600686;-;;MELJAC                             ;202303487;Facture
MISE EN SCENE;434895066;34;4665331;7955;Virement;01/08/2023;3 877,27;3 877,27;0;Paiement affecté;68600684;-;;MISE EN SCENE                      ;plusieurs documents associées;SOLDE
PRODHEV;508150042;36;4777587;7104;Virement;01/08/2023;83,41;83,41;0;Paiement affecté;68600693;-;;KONCEPT VYP 2018                   ;202304435;Facture
PARIS DESIGN DISTRICT;811849470;26;5128713;9813;Virement;01/08/2023;205,24;205,24;0;Paiement affecté;68600691;-;;PARIS DESIGN DISTRICT              ;202303875;Facture
PARIS DESIGN DISTRICT;811849470;26;5128713;9813;Virement;01/08/2023;274,98;274,98;0;Paiement affecté;68600690;-;;PARIS DESIGN DISTRICT              ;202304819;Facture
OMNILUM;534132444;17;5567723;5464;Virement;01/08/2023;28,62;28,62;0;Paiement affecté;68600695;-;;SARL OMNILUM                       ;202303637;Facture
IMBERT ELECTRICITE;487791980;13;6439988;811;Virement;01/08/2023;353,21;353,21;0;Paiement affecté;68600687;-;;SARL IMBERT ELECTRICITE            ;plusieurs documents associées;SOLDE
SEE;997117999;98000;7154998;16412;Virement;01/08/2023;293,09;293,09;0;Paiement affecté;68600689;-;;SOCIETE D ENTREPRISE ELECTRIQUES   ;202303664;Facture
PARFUMS CHRISTIAN DIOR;552065187;221;7245119;16959;Eclatement de cash crédit;01/08/2023;1 434,89;1 434,89;0;Paiement affecté;68600683;-;;                                   ;202303611;Facture
DIGISECUR;802442426;44;7245163;11221;Eclatement de cash crédit;01/08/2023;400,14;400,14;0;Paiement affecté;68600683;-;;                                   ;202302578;Facture
JSA CONCEPT;510468309;32;7306504;17176;Eclatement de cash crédit;01/08/2023;384,46;384,46;0;Paiement affecté;68600683;-;;                                   ;202304716;Facture
CHAPUT SA INGENIERIE;752848515;33;7397091;16788;Eclatement de cash crédit;01/08/2023;718,15;718,15;0;Paiement affecté;68600683;-;;                                   ;202304171;Facture
L'ELECTRICIEN BY T;890859705;18;7444665;16881;Eclatement de cash crédit;01/08/2023;1 338,82;1 338,82;0;Paiement affecté;68600683;-;;                                   ;202303921;Facture
BALANCE MELJAC;999018989;78569;7777777;;Virement;01/08/2023;4 276,46;4 276,46;0;Paiement affecté;68600683;-;;MELJAC                             ;plusieurs documents associées;SOLDE
JP LEBRUN;378155824;55;4672955;913;Virement;31/07/2023;1 931,24;1 931,24;0;Paiement affecté;68594933;-;;ETS LEBRUN ELECTRICITE             ;plusieurs documents associées;SOLDE
LCRB BAT;537545394;42;6445307;878;Virement;31/07/2023;6 530,32;6 530,32;0;Paiement affecté;68594931;-;;SARL LC DECO                       ;202304817;Facture
NOR-ELECTRIQUE;309467702;44;7158978;8368;Eclatement de cash crédit;31/07/2023;252,55;252,55;0;Paiement affecté;68594929;-;;                                   ;202304048;Facture
DURET ELECTRICITE;412337537;44;7365867;2535;Virement;31/07/2023;104,41;104,41;0;Paiement affecté;68594934;-;;DURET ELECTRICITE                  ;202303353;Facture
BALANCE MELJAC;999018989;78569;7777777;;Chèque;31/07/2023;370,25;370,25;0;Paiement affecté;68594929;-;;                                   ;plusieurs documents associées;SOLDE
ROGER DUBOIS SAS;552078636;40;4702812;1274;Virement;27/07/2023;2 371,16;2 371,16;0;Paiement affecté;68575487;-;;ROGER DUBOIS SARL                  ;202303201;Facture
DELUX;500478813;16;4777577;479;Virement;27/07/2023;10 162,89;10 162,89;0;Paiement affecté;68575486;-;;DELUX                              ;plusieurs documents associées;SOLDE
CRUDELI;65802308;83;7424297;416;Virement;27/07/2023;26 999,76;26 999,76;0;Paiement affecté;68575484;-;;CRUDELI MONACO                     ;68575484;Rétrocession d'un crédit
DOCKS ELECTRIQUES RHONE DURANC;572621803;12;5039855;427;Chèque;26/07/2023;218,03;218,03;0;Paiement affecté;68567639;-;;                                   ;202303940;Facture
BALAS;562077792;82;7143469;7616;Virement;26/07/2023;2 127,43;2 127,43;0;Paiement affecté;68567640;-;;BALAS                              ;202303989;Facture
LUMIDIS;382537504;13;4640861;502;Virement;25/07/2023;18 635,69;18 635,69;0;Paiement affecté;68558456;-;;LUMIDIS                            ;plusieurs documents associées;SOLDE
DRL;429079528;31;4746062;8854;Virement;25/07/2023;338,2;338,2;0;Paiement affecté;68558459;-;;DIFFUSION RATIONNELLE DE LA LUMI   ;202303681;Facture
PHIBOR;412790198;37;5639809;1167;Virement;25/07/2023;5,39;5,39;0;Paiement affecté;68558460;-;;PHIBOR ENTREPRISES                 ;202302196;Facture
TSEE FRANCE;799155858;19;6211145;1449;Virement;25/07/2023;12 213,16;12 213,16;0;Paiement affecté;68558457;-;;TSEE FRANCE                        ;plusieurs documents associées;SOLDE
ASMI;387765340;30;7109008;15261;Virement;24/07/2023;169,36;169,36;0;Paiement affecté;68547376;-;;A.S.M.I                            ;202304051;Facture
APOGE E;500131636;44;7112817;7435;Virement;24/07/2023;683,44;683,44;0;Paiement affecté;68547374;-;;APOGE E                            ;plusieurs documents associées;SOLDE
CGE DISTRIBUTION;308403955;1870;4681608;288;Eclatement de cash crédit;21/07/2023;993,43;993,43;0;Paiement affecté;68495693;-;;                                   ;202303574;Facture
BITAROFF;498974146;17;4744956;227;Virement;21/07/2023;104,5;104,5;0;Paiement affecté;68536935;-;;BITAROFF                           ;202304694;Facture
SIGECO;487624603;22;7404957;8575;Virement;21/07/2023;204,31;204,31;0;Paiement affecté;68536934;-;;SIGECO                             ;202304472;Facture
CEF YESSS ELECTRIQUE;319883344;115;900468;;Chèque;21/07/2023;6 446,29;6 446,29;0;Paiement affecté;68536933;-;;                                   ;plusieurs documents associées;SOLDE
AQUITAINE ECLAIRAGE;483014411;19;4672932;3296;Virement;20/07/2023;1 654,63;1 654,63;0;Paiement affecté;68520818;-;;SARL AQUITAINE                     ;202302862;Facture
STUDIO ON;812801199;17;5097886;10437;Virement;20/07/2023;4 324,98;4 324,98;0;Paiement affecté;68520815;-;;SARL STUDIO ON                     ;202303914;Facture
STUDIO ON;812801199;17;5097886;10437;Virement;20/07/2023;2 558,26;2 558,26;0;Paiement affecté;68520816;-;;SARL STUDIO ON                     ;202304511;Facture
DAEM;999373996;98000;5074914;;Virement;19/07/2023;2 672,54;2 672,54;0;Paiement affecté;68512174;-;;DISTRIBUTION D APPAREILLAGE ELECTRI;plusieurs documents associées;SOLDE
STUDIO ON;812801199;17;5097886;10437;Virement;19/07/2023;573,16;573,16;0;Paiement affecté;68512182;-;;SARL STUDIO ON                     ;202300525;Facture
STUDIO ON;812801199;17;5097886;10437;Virement;19/07/2023;788,68;788,68;0;Paiement affecté;68512178;-;;SARL STUDIO ON                     ;202301696;Facture
STUDIO ON;812801199;17;5097886;10437;Virement;19/07/2023;118,24;118,24;0;Paiement affecté;68512191;-;;SARL STUDIO ON                     ;202301837;Facture
STUDIO ON;812801199;17;5097886;10437;Virement;19/07/2023;667,09;667,09;0;Paiement affecté;68512179;-;;SARL STUDIO ON                     ;202303448;Facture
STUDIO ON;812801199;17;5097886;10437;Virement;19/07/2023;546,6;546,6;0;Paiement affecté;68512183;-;;SARL STUDIO ON                     ;202302916;Facture
STUDIO ON;812801199;17;5097886;10437;Virement;19/07/2023;97,14;97,14;0;Paiement affecté;68512192;-;;SARL STUDIO ON                     ;202303822;Facture
STUDIO ON;812801199;17;5097886;10437;Virement;19/07/2023;884,08;884,08;0;Paiement affecté;68512177;-;;SARL STUDIO ON                     ;202303711;Facture
STUDIO ON;812801199;17;5097886;10437;Virement;19/07/2023;1 126,31;1 126,31;0;Paiement affecté;68512176;-;;SARL STUDIO ON                     ;68512176;Rétrocession d'un crédit
STUDIO ON;812801199;17;5097886;10437;Virement;19/07/2023;43,15;43,15;0;Paiement affecté;68512194;-;;SARL STUDIO ON                     ;68512194;Rétrocession d'un crédit
OBJECTIF LUMIERE;821619921;17;5232333;10396;Virement;19/07/2023;440,92;440,92;0;Paiement affecté;68512187;-;;SARL OBJECTIF LU                   ;202303056;Facture
IDEAWORKS MONACO;997226998;98000;5924741;;Virement;19/07/2023;485,75;485,75;0;Paiement affecté;68512185;-;;IDEAWORKS (MONACO)                 ;plusieurs documents associées;SOLDE
MAWA;499761567;35;6946719;c15096;Virement;19/07/2023;621,79;621,79;0;Paiement affecté;68512180;-;;MAWA SAS                           ;202303742;Facture
CEGELEC PAYS DE SAVOIE;537915241;21;7155981;3076;Virement;19/07/2023;227,41;227,41;0;Paiement affecté;68512188;-;;CEGELEC PAYS DE SAVOIE             ;202302890;Facture
BTB GENIE ELECTRIQUE & SERVICE;414894857;39;7306427;3875;Chèque;19/07/2023;258,06;258,06;0;Paiement affecté;68512172;-;;                                   ;202302879;Facture
STUDIO ON;812801199;17;5097886;10437;Virement;19/07/2023;196,08;196,08;0;Paiement affecté;68512190;-;;SARL STUDIO ON                     ;68512190;Rétrocession d'un crédit
JEUX DE LUMIERE;489582320;29;4646611;850;Virement;18/07/2023;10 757,00;10 757,00;0;Paiement affecté;68495709;-;;S.A.R.L. JEUX DE LUMIERE           ;plusieurs documents associées;SOLDE
REXEL FRANCE;309304616;860;4665279;1344;Virement;18/07/2023;11 711,65;11 711,65;0;Paiement affecté;68495707;-;;REXEL FRANCE                       ;plusieurs documents associées;SOLDE
HENRI;702016452;22;5339496;778;Virement;18/07/2023;1 574,24;1 574,24;0;Paiement affecté;68495698;-;;ETS HENRI                          ;plusieurs documents associées;SOLDE
ABRIAL JEAN HUGUES;342494721;18;5538150;43;Virement;18/07/2023;104,29;104,29;0;Paiement affecté;68495704;-;;MR    ABRIAL JEAN OU MME           ;202303640;Facture
LES ARTISANS BATISSEURS;437811904;22;6567495;11476;Virement;18/07/2023;4 609,46;4 609,46;0;Paiement affecté;68495714;-;;LES ARTISANS BATISSEURS            ;202302914;Facture
ELECTRICITE GENERALE PETRE;389393083;32;6693894;4642;Virement;18/07/2023;1 321,63;1 321,63;0;Paiement affecté;68495716;-;;SARL  ELECTRICITE GENERALE PETRE   ;202303987;Facture
BETTIN INSTALLATIONS ELECTRIQUES;481012409;19;7367054;2334;Virement;18/07/2023;2 210,72;2 210,72;0;Paiement affecté;68495696;-;;BETTIN INSTAL                      ;202303943;Facture
SONEPAR IDF - MALAKOFF;572186989;180;4665282;285;Virement;18/07/2023;2 385,33;2 385,33;0;Paiement affecté;68495693;-;;SONEPAR FRANCE DISTRIBUTION        ;plusieurs documents associées;SOLDE
BITAROFF;498974146;17;4744956;227;Virement;17/07/2023;188,51;188,51;0;Paiement affecté;68485973;-;;BITAROFF                           ;202304578;Facture
CDE;422767921;22;6733441;1944;Virement;17/07/2023;18 893,08;18 893,08;0;Paiement affecté;68485972;-;;C D E  SARL                        ;202303438;Facture
ONLIGHT DESIGN;750610792;12;7261820;17463;Virement;17/07/2023;95,03;95,03;0;Paiement affecté;68485974;-;;ONLIGHT DESIGN                     ;202304523;Facture
ASSA ABLOY HOSPITALITY;323946863;61;6542137;10085;Virement;13/07/2023;30 961,35;30 961,35;0;Paiement affecté;68479019;-;;ASSA ABLOY GLOBAL SOLUTIONS FRANCE ;plusieurs documents associées;SOLDE
SODELECT;380461855;47;4672914;1415;Virement;12/07/2023;1 296,35;1 296,35;0;Paiement affecté;68470198;-;;SODELECT SARL                      ;202303741;Facture
TSEE FRANCE;799155858;19;6211145;1449;Virement;12/07/2023;642,68;642,68;0;Paiement affecté;68470199;-;;TSEE FRANCE                        ;202303833;Facture
ANFRY ELECTRICITE;325866200;26;6521271;82;Virement;12/07/2023;40,26;40,26;0;Paiement affecté;68470203;-;;SAS  ANFRY                         ;68470203;Rétrocession d'un crédit
MES INTERNATIONAL;997833991;98000;6748003;;Virement;12/07/2023;129,79;129,79;0;Paiement affecté;68470201;-;;MONACO ELECTRICITE SYSTEME SAM     ;202303160;Facture
